symbol	category	provider_object	provider_candidate_count	pc_status
getRes__8ResTableCFPCc	other Game/runtime provider	Game/System/ResourceInfo.o	1	PC Game source absent
getResourceHolder__2MRFPC9LiveActor	resources	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
getRoofNormal__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
getRoofSensor__2MRFPC9LiveActor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
getRotatedAxisY__2MRFPQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
getRotatedAxisZ__2MRFPQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
getSceneHeapGDDR3__2MRFv	other Game/runtime provider	Game/Util/MemoryUtil.o	1	PC Game source absent
getSceneObjHolder__2MRFv	other Game/runtime provider	Game/Scene/SceneObjHolder.o	1	PC Game source byte-identical, excluded
getScreenHeight__2MRFv	other Game/runtime provider	Game/Camera/CameraContext.o	1	PC Game source absent
getScreenResTIMG__2MRFv	other Game/runtime provider	Game/Util/ScreenUtil.o	1	PC Game source divergent, included
getScreenWidth__2MRFv	other Game/runtime provider	Game/Util/ScreenUtil.o	1	PC Game source divergent, included
getSensor__9LiveActorCFPCc	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
getSortedPoly__2MRFPQ29JGeometry8TVec3<f>P8TriangleUl	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getSoundCodeIndex__2MRFRC12JMapInfoIter	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getSoundCodeString__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getSphereRadius__2MRFPC7AreaObj	other Game/runtime provider	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
getStarPieceNum__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
getStrikeInfoMap__9CollisionFUl	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getTakingMtx__9LiveActorCFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
getTalkingActor__2MRFv	other Game/runtime provider	Game/Util/DemoUtil.o	1	PC Game source byte-identical, excluded
getTexFromArc__2MRFPCcPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
getTexNo__16J3DAnmTexPatternCFUsPUs	J3D/model/animation	JSystem/J3DGraphAnimator/J3DAnimation.o	1	PC JSystem/Aurora provider requires API audit
getTexture__2MRFP14ResourceHolderPCc	resources	Game/Util/ModelUtil.o	1	PC Game source absent
getWallCodeIndex__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getWallCodeString__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getWallSensor__2MRFPC9LiveActor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
getWarpPodManager__2MRFv	other Game/runtime provider	Game/MapObj/WarpPod.o	1	PC Game source absent
getWaterAreaInfo__2MRFP9WaterInfoRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>b	J3D/model/animation	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
getWaterAreaObj__2MRFP9WaterInfoRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
getXDir__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>CFRQ29JGeometry8TVec3<f>	Binder/KCL	Game/AreaObj/CollisionArea.o	1	PC Game source absent
getYDir__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>CFRQ29JGeometry8TVec3<f>	Binder/KCL	Game/AreaObj/CollisionArea.o	1	PC Game source absent
getZDir__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>CFRQ29JGeometry8TVec3<f>	Binder/KCL	Game/AreaObj/CollisionArea.o	1	PC Game source absent
hideJointAndChildren__2MRFP8J3DModelPCc	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
hideJoint__2MRFP8J3DJoint	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
hideJoint__2MRFP8J3DModelPCc	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
hideJoint__2MRFPC9LiveActorPCc	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
hideMaterial__2MRFP8J3DModelPCc	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
hideModel__2MRFP9LiveActor	J3D/model/animation	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
identity__Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>Fv	J3D/model/animation	Game/Animation/AnmPlayer.o	1	PC Game source absent
incPlayerLeft__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
initAfterPlacement__7NameObjFv	LiveActor/NameObj/Nerve ABI	Game/NameObj/NameObj.o	1	PC Game source divergent, included
initBinder__9LiveActorFffUl	Binder/KCL	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
initDLMakerFog__2MRFP9LiveActorb	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
initEffectKeeper__9LiveActorFiPCcb	effects/audio	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
initFixedPosition__10PartsModelFPA4_fRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/LiveActor/PartsModel.o	1	PC Game source byte-identical, included
initFixedPosition__10PartsModelFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PCc	J3D/model/animation	Game/LiveActor/PartsModel.o	1	PC Game source byte-identical, included
initFurPlayer__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
initHitSensor__9LiveActorFi	HitSensor	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
initJointTransform__2MRFPC9LiveActor	J3D/model/animation	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
initLifeCount__21GameSceneLayoutHolderFUl	other Game/runtime provider	Game/Screen/GameSceneLayoutHolder.o	1	PC Game source absent
initLightCtrlForPlayer__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
initLightCtrl__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
initModelManagerWithAnm__9LiveActorFPCcPCcb	J3D/model/animation	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
initNerve__9LiveActorFPC5Nerve	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
initShadowVolumeCylinder__2MRFP9LiveActorf	LiveActor/NameObj/Nerve ABI	Game/Util/ActorShadowUtil.o	1	PC Game source byte-identical, excluded
initShadowVolumeSphere__2MRFP9LiveActorf	LiveActor/NameObj/Nerve ABI	Game/Util/ActorShadowUtil.o	1	PC Game source byte-identical, excluded
initSound__9LiveActorFib	effects/audio	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
initStarPointerTarget__2MRFP9LiveActorfRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/StarPointerUtil.o	1	PC Game source divergent, included
initWithoutIter__7NameObjFv	LiveActor/NameObj/Nerve ABI	Game/NameObj/NameObj.o	1	PC Game source divergent, included
init__10JUTTextureFv	other Game/runtime provider	JSystem/JUtility/JUTTexture.o	1	PC JSystem/Aurora provider requires API audit
init__10PartsModelFRC12JMapInfoIter	J3D/model/animation	Game/LiveActor/PartsModel.o	1	PC Game source byte-identical, included
init__15J3DVertexBufferFv	J3D/model/animation	JSystem/J3DGraphBase/J3DVertex.o	1	PC JSystem/Aurora provider requires API audit
init__24MultiEmitterCallBackBaseFP14JPABaseEmitter	effects/audio	Game/Effect/MultiEmitterCallBack.o	1	PC Game source absent
init__7NameObjFRC12JMapInfoIter	LiveActor/NameObj/Nerve ABI	Game/NameObj/NameObj.o	1	PC Game source divergent, included
init__9LiveActorFRC12JMapInfoIter	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
initialize__8J3DModelFv	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModel.o	1	PC JSystem/Aurora provider requires API audit
inv_sqrt__Q29JGeometry8TUtil<f>Ff	Binder/KCL	Game/AreaObj/CollisionArea.o	1	PC Game source absent
invalidateClipping__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
invalidateHitSensors__2MRFP9LiveActor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
invalidate__9FootPrintFUl	other Game/runtime provider	Game/Util/FootPrint.o	1	PC Game source absent
invalidate__9HitSensorFv	HitSensor	Game/LiveActor/HitSensor.o	1	PC Game source divergent, included
isAngleBetween__2MRFfff	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
isAnimationRunSimple__12XanimePlayerCFv	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
isBckOneTimeAndStopped__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isBckPlaying__2MRFPC9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isBckStopped__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isBindedGround__2MRFPC9LiveActor	Binder/KCL	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isBindedRoof__2MRFPC9LiveActor	Binder/KCL	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isBindedWall__2MRFPC9LiveActor	Binder/KCL	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isCollisionAtCorner__7HitInfoCFv	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
isCollisionAtEdge__7HitInfoCFv	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
isCollisionAtFace__7HitInfoCFv	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
isCorePadSwingTrigger__2MRFl	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
isCorePadSwing__2MRFl	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
isDead__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isDemoActive__2MRFv	other Game/runtime provider	Game/Util/DemoUtil.o	1	PC Game source byte-identical, excluded
isEqualStageName__2MRFPCc	other Game/runtime provider	Game/Util/SceneUtil.o	1	PC Game source byte-identical, excluded
isEqualString__2MRFPCcPCc	other Game/runtime provider	Game/Util/StringUtil.o	1	PC Game source byte-identical, excluded
isExistBtp__2MRFPC9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isExistInAttributeGroupSearchTurtle__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isExistJMapArg__2MRFRC12JMapInfoIter	Binder/KCL	Game/Util/JMapUtil.o	1	PC Game source divergent, included
isExistMapCollisionExceptActor__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PC9LiveActor	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
isExistMapCollision__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
isExistRes__8ResTableCFPCc	other Game/runtime provider	Game/System/ResourceInfo.o	1	PC Game source absent
isFirstStep__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isGalaxyDarkCometAppearInCurrentStage__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
isHiddenModel__2MRFPC9LiveActor	J3D/model/animation	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isInRange__2MRFfff	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
isInShadeFromTheSun__2MRFRCQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Map/SunshadeMapHolder.o	1	PC Game source absent
isInWater__2MRFRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/ObjUtil.o	1	PC Game source divergent, included
isInWater__9WaterInfoCFv	other Game/runtime provider	Game/Map/WaterInfo.o	1	PC Game source absent
isInitializeStatePlacementSomething__2MRFv	other Game/runtime provider	Game/Util/SceneUtil.o	1	PC Game source byte-identical, excluded
isLightGravity__2MRFRC11GravityInfo	other Game/runtime provider	Game/Util/GravityUtil.o	1	PC Game source byte-identical, excluded
isLoadedObjectOrLayoutArchive__2MRFPCc	resources	Game/Util/FileUtil.o	1	PC Game source divergent, included
isNan__2MRFRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
isNearPlayer__2MRFPC9LiveActorf	LiveActor/NameObj/Nerve ABI	Game/Util/ActorMovementUtil.o	1	PC Game source byte-identical, excluded
isNearZero__2MRFRCQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
isNearZero__2MRFff	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
isNerve__9LiveActorCFPC5Nerve	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
isNormalTalking__2MRFv	other Game/runtime provider	Game/Util/DemoUtil.o	1	PC Game source byte-identical, excluded
isNormalize__2MRFRCQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
isOnGameEventFlagBeeMarioAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
isOnGameEventFlagFireMarioAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
isOnGameEventFlagFlyingMarioAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
isOnGameEventFlagHopperMarioAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
isOnGameEventFlagIceMarioAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
isOnGameEventFlagTeresaMarioAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
isOnGround__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
isOppositeDirection__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
isPermitSE__2MRFv	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
isPlayerLuigi__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
isPossibleToShiftToFirstPersonCamera__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
isPowerStarGetDemoActive__2MRFv	other Game/runtime provider	Game/Util/DemoUtil.o	1	PC Game source byte-identical, excluded
isRegisteredEffect__2MRFPC9LiveActorPCc	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
isRotAxisY__2MRFPA4_fPA4_f	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
isRun__12XanimePlayerCFPCc	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
isSameDirection__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>f	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
isSameMtxRot__2MRFPA4_fPA4_f	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
isSameMtx__2MRFPA4_fPA4_f	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
isSensorAutoRush__2MRFPC9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
isSensorEnemy__2MRFPC9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
isSensorMapObj__2MRFPC9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
isSensorPlayer__2MRFPC9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
isSensorPressObj__2MRFPC9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
isSensorRide__2MRFPC9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
isSensorRush__2MRFPC9HitSensor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
isStageSwimAngleLimit__2MRFv	other Game/runtime provider	Game/Util/SceneUtil.o	1	PC Game source byte-identical, excluded
isStarPointerPointing2P__2MRFPC9LiveActorPCcbb	LiveActor/NameObj/Nerve ABI	Game/Util/StarPointerUtil.o	1	PC Game source divergent, included
isSubPadSwing__2MRFl	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
isSystemTalking__2MRFv	other Game/runtime provider	Game/Util/DemoUtil.o	1	PC Game source byte-identical, excluded
isTerminate__12XanimePlayerCFPCc	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
isTerminate__12XanimePlayerCFv	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
isThroughPolygon__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
isType__9HitSensorCFUl	HitSensor	Game/LiveActor/HitSensor.o	1	PC Game source divergent, included
isValidInfo__2MRFRC12JMapInfoIter	Binder/KCL	Game/Util/JMapUtil.o	1	PC Game source divergent, included
isValid__8TriangleCFv	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
isValid__9FootPrintCFUl	other Game/runtime provider	Game/Util/FootPrint.o	1	PC Game source absent
isWallCodeNoAction__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
isWaterPolygon__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
j3dSys	J3D/model/animation	JSystem/J3DGraphBase/J3DSys.o	1	PC JSystem/Aurora provider requires API audit
kill__9LiveActorFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
launch__9StarPieceFRCQ29JGeometry8TVec3<f>ffbb	J3D/model/animation	Game/MapObj/StarPiece.o	1	PC Game source byte-identical, excluded
lbl_806B62B0	effects/audio	Game/RhythmLib/AudRhythmSeqParser.o	1	PC Game source absent
length__Q29JGeometry8TVec2<f>CFv	J3D/model/animation	Game/Map/SphereSelectorHandle.o	1	PC Game source byte-identical, included
loadActorLight__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
loadPreDrawSetting__8J3DShapeCFv	J3D/model/animation	JSystem/J3DGraphBase/J3DShape.o	1	PC JSystem/Aurora provider requires API audit
loadProjectionMtx__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
loadTexFromArc__2MRFPCc	other Game/runtime provider	Game/Util/ObjUtil.o	1	PC Game source divergent, included
loadViewMtx__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
load__10JUTTextureF11_GXTexMapID	other Game/runtime provider	JSystem/JUtility/JUTTexture.o	1	PC JSystem/Aurora provider requires API audit
makeActorAppeared__10PartsModelFv	J3D/model/animation	Game/LiveActor/PartsModel.o	1	PC Game source byte-identical, included
makeActorAppeared__9LiveActorFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
makeActorDead__10PartsModelFv	J3D/model/animation	Game/LiveActor/PartsModel.o	1	PC Game source byte-identical, included
makeActorDead__9LiveActorFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
makeAxisAndCosignVecToVec__2MRFPQ29JGeometry8TVec3<f>PfRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
makeMtxFrontUp__2MRFPQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
makeMtxTR__2MRFPA4_fffffff	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
makeMtxUpFrontPos__2MRFPQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
makeMtxUpFront__2MRFPQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
makeMtxUpNoSupportPos__2MRFPQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
makeMtxUpSide__2MRFPQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
makeMtxWithoutScale__2MRFPQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>RCQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
makeRTFromMtxPtr__2MRFPQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>PA4_fb	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
mixFogColor__6TDDrawFQ29JGeometry8TVec3<f>fUl	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
movement__10PartsModelFv	J3D/model/animation	Game/LiveActor/PartsModel.o	1	PC Game source byte-identical, included
movement__7NameObjFv	LiveActor/NameObj/Nerve ABI	Game/NameObj/NameObj.o	1	PC Game source divergent, included
movement__9LiveActorFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
negateInternal__9JGeometryFPCfPf	J3D/model/animation	Game/Boss/DodoryuStateLv1.o	1	PC Game source absent
newDifferedDLBuffer__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
normalizeAngleAbs__2MRFf	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
normalizeOrZero__2MRFPQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
normalize__2MRFPQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
notifyWarpEnd__10WarpPodMgrFP7WarpPod	other Game/runtime provider	Game/MapObj/WarpPod.o	1	PC Game source absent
offBind__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
offCalcAnim__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
offDraw__8FurMultiFUl	other Game/runtime provider	Game/Util/FurMulti.o	1	PC Game source absent
offFixedPosNormalizeScale__10PartsModelFv	J3D/model/animation	Game/LiveActor/PartsModel.o	1	PC Game source byte-identical, included
onBind__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
onCalcAnim__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
onCalcGravity__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
onCalcShadow__2MRFP9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/ActorShadowUtil.o	1	PC Game source byte-identical, excluded
onDraw__8FurMultiFUl	other Game/runtime provider	Game/Util/FurMulti.o	1	PC Game source absent
onShadowVolumeCutDropLength__2MRFP9LiveActorPCc	LiveActor/NameObj/Nerve ABI	Game/Util/ActorShadowUtil.o	1	PC Game source byte-identical, excluded
orderRotateMtx__2MRFsRCQ29JGeometry8TVec3<f>PA4_f	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
overWriteMtxCalc__12XanimePlayerFUs	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
prepareDraw__14J3DShapePacketCFv	J3D/model/animation	JSystem/J3DGraphBase/J3DPacket.o	1	PC JSystem/Aurora provider requires API audit
prepareShapePackets__8J3DModelFv	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModel.o	1	PC JSystem/Aurora provider requires API audit
project2D__6TDDrawFPQ29JGeometry8TVec2<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
receiveMessage__9HitSensorFUlP9HitSensor	HitSensor	Game/LiveActor/HitSensor.o	1	PC Game source divergent, included
receiveMessage__9LiveActorFUlP9HitSensorP9HitSensor	HitSensor	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
receiveMsgApart__9LiveActorFP9HitSensorP9HitSensor	HitSensor	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
receiveMsgEnemyAttack__9LiveActorFUlP9HitSensorP9HitSensor	HitSensor	Game/AreaObj/CollisionArea.o	1	PC Game source absent
receiveMsgPlayerAttack__9LiveActorFUlP9HitSensorP9HitSensor	HitSensor	Game/AreaObj/CollisionArea.o	1	PC Game source absent
receiveMsgPush__9LiveActorFP9HitSensorP9HitSensor	HitSensor	Game/AreaObj/CollisionArea.o	1	PC Game source absent
